Holdings details

Total Stock Market ETF (VTI)


Equity,as of 09/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BQTYCT7,Whitefiber Inc,WYFI,<0.01%,Internet Services & Infrastructure,US,---,"$1,974,878.62","72,686"
,BPDHGT3,Surrozen Inc,SRZN,<0.01%,Biotechnology,US,---,"$1,953,237.15","151,590"
,BMDCQG4,Lument Finance Trust Inc,LFT,<0.01%,Mortgage REITs,US,---,"$1,953,210.72","966,936"
,BPSQ9F2,Falcon's Beyond Global Inc,FBYD,<0.01%,Research & Consulting Services,US,---,"$1,948,446.20","176,810"
,BN94P42,Catalyst Bancorp Inc,CLST,<0.01%,Regional Banks,US,---,"$1,945,437.30","147,942"
,BRBR2D5,VirnetX Holding Corp,VHC,<0.01%,Application Software,US,---,"$1,942,884.90","113,619"
,2129044,Solesence Inc,SLSN,<0.01%,Specialty Chemicals,US,---,"$1,929,391.80","599,190"
,2669090,PAMT CORP,PAMT,<0.01%,Cargo Ground Transportation,US,---,"$1,925,745.00","168,925"
,BHS7YD2,Ocean Power Technologies Inc,OPTT,<0.01%,Heavy Electrical Equipment,US,---,"$1,924,239.27","3,820,209"
,BGMGBW6,aTyr Pharma Inc,ATYR,<0.01%,Biotechnology,US,---,"$1,918,701.09","2,659,691"
,BLR8WK7,Acumen Pharmaceuticals Inc,ABOS,<0.01%,Biotechnology,US,---,"$1,918,274.58","1,121,798"
,BMPRJ46,Advanced Flower Capital Inc,AFCG,<0.01%,Mortgage REITs,US,---,"$1,917,485.67","500,649"
,2965033,Hennessy Advisors Inc,HNNA,<0.01%,Asset Management & Custody Banks,US,---,"$1,911,889.98","181,566"
,BVSSGV5,First Northwest Bancorp,FNWB,<0.01%,Regional Banks,US,---,"$1,904,193.72","241,956"
,BMZN2Y5,RideNow Group Inc,RDNW,<0.01%,Automotive Retail,US,---,"$1,902,454.40","432,376"
,BL72R71,Pulmonx Corp,LUNG,<0.01%,Health Care Equipment,US,---,"$1,872,361.98","1,155,779"
,BYP97Q4,Duluth Holdings Inc,DLTH,<0.01%,Apparel Retail,US,---,"$1,868,456.06","477,866"
,BRBRL38,Broadway Financial Corp/DE,BYFC,<0.01%,Regional Banks,US,---,"$1,866,933.16","258,578"
,BD079V5,SKYX Platforms Corp,SKYX,<0.01%,Electrical Components & Equipment,US,---,"$1,844,893.12","1,647,226"
,BJL38Z1,Applied Therapeutics Inc,APLT,<0.01%,Biotechnology,US,---,"$1,837,706.77","3,038,034"
,BRJTTS7,Bitcoin Depot Inc,BTM,<0.01%,Diversified Support Services,US,---,"$1,832,883.36","545,501"
,2354460,Fuel Tech Inc,FTEK,<0.01%,Environmental & Facilities Services,US,---,"$1,829,577.00","609,859"
,BPGN7F1,Phunware Inc,PHUN,<0.01%,Application Software,US,---,"$1,810,853.00","658,492"
,BM92RK9,Instil Bio Inc,TIL,<0.01%,Biotechnology,US,---,"$1,798,341.26","100,691"
,BYXM5L6,Smart Sand Inc,SND,<0.01%,Oil & Gas Equipment & Services,US,---,"$1,788,868.80","835,920"
,BMVFC45,WaterBridge Infrastructure LLC,WBI,<0.01%,Water Utilities,US,---,"$1,783,936.70","70,735"
,BNSP3R5,Central Plains Bancshares Inc,CPBI,<0.01%,Regional Banks,US,---,"$1,765,276.80","107,968"
,BLN7XQ1,ALX Oncology Holdings Inc,ALXO,<0.01%,Biotechnology,US,---,"$1,763,254.41","963,527"
,BPSQP43,Metagenomi Inc,MGX,<0.01%,Biotechnology,US,---,"$1,762,663.80","743,740"
,BS55DW8,Quantum Corp,QMCO,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$1,757,218.88","177,139"
,BMCMMG7,Where Food Comes From Inc,WFCF,<0.01%,Research & Consulting Services,US,---,"$1,750,517.50","130,150"
,2962584,Bank of the James Financial Group Inc,BOTJ,<0.01%,Regional Banks,US,---,"$1,743,253.20","111,747"
,BDTYXN7,Coda Octopus Group Inc,CODA,<0.01%,Electronic Equipment & Instruments,US,---,"$1,733,408.03","216,001"
,B43T7G6,DLH Holdings Corp,DLHC,<0.01%,Human Resource & Employment Services,US,---,"$1,727,419.70","305,738"
,2911683,Universal Electronics Inc,UEIC,<0.01%,Consumer Electronics,US,---,"$1,727,089.20","370,620"
,BLGXXZ5,Werewolf Therapeutics Inc,HOWL,<0.01%,Biotechnology,US,---,"$1,726,878.36","876,588"
,BMW5LX6,Climb Bio Inc,CLYM,<0.01%,Biotechnology,US,---,"$1,723,731.78","857,578"
,BJM0G57,Tela Bio Inc,TELA,<0.01%,Health Care Supplies,US,---,"$1,718,101.12","1,153,088"
,BLH04C9,Origin Materials Inc,ORGN,<0.01%,Commodity Chemicals,US,---,"$1,713,164.50","3,303,441"
,BFYNPH1,VirTra Inc,VTSI,<0.01%,Aerospace & Defense,US,---,"$1,711,146.38","325,313"
,BD365C2,Sachem Capital Corp,SACH,<0.01%,Mortgage REITs,US,---,"$1,703,407.11","1,534,601"
,BJL3925,Quince Therapeutics Inc,QNCX,<0.01%,Biotechnology,US,---,"$1,703,061.49","1,044,823"
,BSY14M4,Atara Biotherapeutics Inc,ATRA,<0.01%,Biotechnology,US,---,"$1,686,440.38","117,686"
,B02GMS7,Commercial Vehicle Group Inc,CVGI,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$1,676,611.40","986,242"
,BKP32B8,CareCloud Inc,CCLD,<0.01%,Health Care Technology,US,---,"$1,668,956.04","519,924"
,BMC5RV6,Adicet Bio Inc,ACET,<0.01%,Biotechnology,US,---,"$1,642,908.17","2,027,781"
,BMW66S9,Synchronoss Technologies Inc,SNCR,<0.01%,Application Software,US,---,"$1,641,764.16","270,027"
,BNM6FK1,Precision BioSciences Inc,DTIL,<0.01%,Biotechnology,US,---,"$1,636,630.32","296,491"
,2767013,Saga Communications Inc,SGA,<0.01%,Broadcasting,US,---,"$1,632,239.96","131,209"
,BSB6Z63,GameSquare Holdings Inc,GAME,<0.01%,Interactive Media & Services,US,---,"$1,632,087.71","2,404,372"
,BPTJR34,First Seacoast Bancorp Inc,FSEA,<0.01%,Regional Banks,US,---,"$1,616,014.50","140,523"
,BT18HP9,Caris Life Sciences Inc,CAI,<0.01%,Biotechnology,US,---,"$1,610,237.75","53,231"
,BMH9QT4,Dominari Holdings Inc,DOMH,<0.01%,Investment Banking & Brokerage,US,---,"$1,604,481.18","226,302"
,BSVLTH7,Chain Bridge Bancorp Inc,CBNA,<0.01%,Regional Banks,US,---,"$1,595,456.58","48,746"
,BKV2L01,HireQuest Inc,HQI,<0.01%,Human Resource & Employment Services,US,---,"$1,588,204.28","165,094"
,BPJPN12,Empire Petroleum Corp,EP,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,574,736.36","348,393"
,BD2BZQ2,Global Self Storage Inc,SELF,<0.01%,Self-Storage REITs,US,---,"$1,573,504.72","312,824"
,BNFZXG7,PSQ Holdings Inc,PSQH,<0.01%,Interactive Media & Services,US,---,"$1,563,168.83","818,413"
,2515773,Lifetime Brands Inc,LCUT,<0.01%,Housewares & Specialties,US,---,"$1,561,951.35","403,605"
,BD21197,Sensus Healthcare Inc,SRTS,<0.01%,Health Care Equipment,US,---,"$1,551,571.34","494,131"
,BHPRQX9,Rhinebeck Bancorp Inc,RBKB,<0.01%,Regional Banks,US,---,"$1,547,493.28","136,223"
,B7GMCG8,First Guaranty Bancshares Inc,FGBI,<0.01%,Regional Banks,US,---,"$1,538,123.72","191,786"
,2067092,Aware Inc/MA,AWRE,<0.01%,Application Software,US,---,"$1,521,334.19","631,259"
,BQ80FM0,IZEA Worldwide Inc,IZEA,<0.01%,Interactive Media & Services,US,---,"$1,517,614.92","407,961"
,2143099,PetMed Express Inc,PETS,<0.01%,Other Specialty Retail,US,---,"$1,513,015.45","602,795"
,BYWFGP7,Purple Innovation Inc,PRPL,<0.01%,Home Furnishings,US,---,"$1,504,701.93","1,610,685"
,B4626P4,Vera Bradley Inc,VRA,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$1,499,112.27","745,827"
,BDB2RP9,Airgain Inc,AIRG,<0.01%,Electronic Components,US,---,"$1,498,467.46","345,269"
,BWTXL22,Paramount Gold Nevada Corp,PZG,<0.01%,Gold,US,---,"$1,497,416.76","1,217,412"
,BFZZJ96,Mesa Air Group Inc,MESA,<0.01%,Passenger Airlines,US,---,"$1,495,851.50","1,150,655"
,2239794,Culp Inc,CULP,<0.01%,Textiles,US,---,"$1,494,501.40","335,090"
,BLF0C50,Greenwich Lifesciences Inc,GLSI,<0.01%,Biotechnology,US,---,"$1,494,261.15","150,177"
,BYS3HH4,Champions Oncology Inc,CSBR,<0.01%,Life Sciences Tools & Services,US,---,"$1,493,756.60","230,696"
,B7TN3D2,Tilly's Inc,TLYS,<0.01%,Apparel Retail,US,---,"$1,489,553.04","723,084"
,BYPD5H3,Clipper Realty Inc,CLPR,<0.01%,Multi-Family Residential REITs,US,---,"$1,483,189.40","390,313"
,BQV11G6,GCT Semiconductor Holding Inc,GCTS,<0.01%,Semiconductors,US,---,"$1,481,484.72","974,661"
,BLFH013,Actinium Pharmaceuticals Inc,ATNM,<0.01%,Biotechnology,US,---,"$1,469,691.20","918,557"
,2201908,CompX International Inc,CIX,<0.01%,Office Services & Supplies,US,---,"$1,465,729.20","62,638"
,BMHF2H2,Karyopharm Therapeutics Inc,KPTI,<0.01%,Biotechnology,US,---,"$1,459,871.88","223,222"
,BVWSCC4,Veru Inc,VERU,<0.01%,Pharmaceuticals,US,---,"$1,446,432.00","380,640"
,BNG1NK8,Nautilus Biotechnology Inc,NAUT,<0.01%,Life Sciences Tools & Services,US,---,"$1,442,889.80","1,707,764"
,2185154,CPS Technologies Corp,CPSH,<0.01%,Electronic Components,US,---,"$1,441,805.19","403,867"
,2893974,TransAct Technologies Inc,TACT,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$1,439,763.38","265,639"
,2418429,Manhattan Bridge Capital Inc,LOAN,<0.01%,Mortgage REITs,US,---,"$1,436,971.92","260,321"
,BQZBQP6,Team Inc,TISI,<0.01%,Environmental & Facilities Services,US,---,"$1,432,943.08","86,426"
,2577052,LivePerson Inc,LPSN,<0.01%,Application Software,US,---,"$1,420,228.17","2,434,816"
,BNXM6V6,FTC Solar Inc,FTCI,<0.01%,Electrical Components & Equipment,US,---,"$1,411,818.90","200,258"
,2618069,NL Industries Inc,NL,<0.01%,Office Services & Supplies,US,---,"$1,408,651.35","229,049"
,BT7KGT6,OnKure Therapeutics Inc,OKUR,<0.01%,Biotechnology,US,---,"$1,402,942.75","510,161"
,BTJZ9X4,FibroGen Inc,FGEN,<0.01%,Biotechnology,US,---,"$1,398,692.75","114,179"
,BMBR9W8,Torrid Holdings Inc,CURV,<0.01%,Apparel Retail,US,---,"$1,391,316.50","795,038"
,B8N2HP2,Broadwind Inc,BWEN,<0.01%,Heavy Electrical Equipment,US,---,"$1,387,098.30","660,523"
,BT8V1F9,CEL-SCI Corp,CVM,<0.01%,Biotechnology,US,---,"$1,375,390.80","149,499"
,BWD1LM2,XBiotech Inc,XBIT,<0.01%,Biotechnology,US,---,"$1,375,265.22","517,017"
,2106791,Children's Place Inc/The,PLCE,<0.01%,Apparel Retail,US,---,"$1,351,420.20","217,620"
,BLBM4T8,OPAL Fuels Inc,OPAL,<0.01%,Oil & Gas Refining & Marketing,US,---,"$1,350,830.80","614,014"
,BKPSQY4,Opus Genetics Inc,IRD,<0.01%,Biotechnology,US,---,"$1,348,932.75","817,535"
,BT20ZK5,Pelthos Therapeutics Inc,PTHS,<0.01%,Biotechnology,US,---,"$1,338,848.00","47,816"
,BTNMGD0,Inuvo Inc,INUV,<0.01%,Application Software,US,---,"$1,324,961.82","377,482"
,BQKRDP8,Cineverse Corp,CNVS,<0.01%,Movies & Entertainment,US,---,"$1,316,908.32","391,937"
,BK5T9W6,Flux Power Holdings Inc,FLUX,<0.01%,Electrical Components & Equipment,US,---,"$1,315,645.98","351,777"
,BMTY4G0,Southland Holdings Inc,SLND,<0.01%,Construction & Engineering,US,---,"$1,314,520.35","306,415"
,BNNH0S6,RenovoRx Inc,RNXT,<0.01%,Biotechnology,US,---,"$1,313,425.11","1,034,193"
,BJHG304,Westwater Resources Inc,WWR,<0.01%,Electrical Components & Equipment,US,---,"$1,312,992.26","1,383,991"
,BMFF8M1,Owlet Inc,OWLT,<0.01%,Health Care Equipment,US,---,"$1,311,977.59","154,897"
,2906850,AmeriServ Financial Inc,ASRV,<0.01%,Regional Banks,US,---,"$1,300,145.40","448,326"
,BYQQ3Q6,Zedge Inc,ZDGE,<0.01%,Interactive Media & Services,US,---,"$1,297,257.63","445,793"
,2356745,Franklin Wireless Corp,FKWL,<0.01%,Communications Equipment,US,---,"$1,292,086.00","296,350"
,BN14KP6,Inotiv Inc,NOTV,<0.01%,Life Sciences Tools & Services,US,---,"$1,289,047.10","888,998"
,BLNBRP0,WidePoint Corp,WYY,<0.01%,IT Consulting & Other Services,US,---,"$1,284,978.03","259,854"
,BN4F8R4,Bluerock Homes Trust Inc,BHM,<0.01%,Single-Family Residential REITs,US,---,"$1,281,189.12","106,944"
,BKV29H4,Bogota Financial Corp,BSBK,<0.01%,Regional Banks,US,---,"$1,276,352.09","138,283"
,BMFKP36,Affinity Bancshares Inc,AFBI,<0.01%,Regional Banks,US,---,"$1,271,387.84","64,472"
,BQMQ1G0,Silvaco Group Inc,SVCO,<0.01%,Systems Software,US,---,"$1,229,114.13","227,193"
,BVPKH55,ImageneBio Inc,IMA,<0.01%,Pharmaceuticals,US,---,"$1,220,283.20","149,728"
,BPLQD35,Actuate Therapeutics Inc,ACTU,<0.01%,Biotechnology,US,---,"$1,219,319.40","182,260"
,BK95L13,United Homes Group Inc,UHG,<0.01%,Homebuilding,US,---,"$1,219,229.69","295,213"
,BN2XDY2,CarParts.com Inc,PRTS,<0.01%,Automotive Retail,US,---,"$1,203,952.74","1,693,085"
,BRWFZV7,Neptune Insurance Holdings Inc,NP,<0.01%,---,US,---,"$1,199,040.00","59,952"
,BLN8XL9,Beam Global,BEEM,<0.01%,Electrical Components & Equipment,US,---,"$1,197,380.16","415,757"
,BT6CBY3,Black Rock Coffee Bar Inc,BRCB,<0.01%,Restaurants,US,---,"$1,191,616.12","49,942"
,BTCB1L1,CytoSorbents Corp,CTSO,<0.01%,Health Care Equipment,US,---,"$1,190,382.48","1,274,363"
,BQFN0K5,Grace Therapeutics Inc,GRCE,<0.01%,Pharmaceuticals,US,---,"$1,189,039.50","400,350"
,BJTJ6S0,Ideal Power Inc,IPWR,<0.01%,Electrical Components & Equipment,US,---,"$1,182,819.59","235,153"
,BNVW1R9,SurgePays Inc,SURG,<0.01%,Wireless Telecommunication Services,US,---,"$1,175,791.11","418,431"
,BK9M426,Star Equity Holdings Inc,STRR,<0.01%,Human Resource & Employment Services,US,---,"$1,171,825.60","105,380"
,2457994,ImmuCell Corp,ICCC,<0.01%,Biotechnology,US,---,"$1,171,568.19","181,077"
,BR1XTQ5,Tigo Energy Inc,TYGO,<0.01%,Electrical Components & Equipment,US,---,"$1,170,802.50","468,321"
,2238940,Marchex Inc,MCHX,<0.01%,Advertising,US,---,"$1,170,482.79","653,901"
,BVBFJH0,Wolfspeed Inc,WOLF,<0.01%,Semiconductors,US,---,"$1,169,339.60","40,886"
,2647256,Auburn National BanCorp Inc,AUBN,<0.01%,Regional Banks,US,---,"$1,169,227.19","43,129"
,BS08G23,Skillz Inc,SKLZ,<0.01%,Interactive Home Entertainment,US,---,"$1,166,400.00","145,800"
,2480365,PrimeEnergy Resources Corp,PNRG,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,163,029.89","6,963"
,2974352,Optical Cable Corp,OCC,<0.01%,Communications Equipment,US,---,"$1,155,906.36","142,353"
,B4603H9,ACCESS Newswire Inc,ACCS,<0.01%,Application Software,US,---,"$1,155,470.78","107,686"
,BRBR2C4,Prairie Operating Co,PROP,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,150,033.57","579,362"
,BGV8J85,Equillium Inc,EQ,<0.01%,Biotechnology,US,---,"$1,143,641.07","799,749"
,BPX4WX0,Telomir Pharmaceuticals Inc,TELO,<0.01%,Pharmaceuticals,US,---,"$1,133,417.12","815,408"
,2491248,Key Tronic Corp,KTCC,<0.01%,Electronic Manufacturing Services,US,---,"$1,124,649.96","315,028"
,BM9J6J2,Forian Inc,FORA,<0.01%,Health Care Technology,US,---,"$1,118,025.00","496,900"
,BD9G8M7,Cue Biopharma Inc,CUE,<0.01%,Biotechnology,US,---,"$1,097,456.34","1,527,002"
,BMGLD34,Lantern Pharma Inc,LTRN,<0.01%,Biotechnology,US,---,"$1,090,262.25","250,635"
,BP4Y3K3,Tempest Therapeutics Inc,TPST,<0.01%,Biotechnology,US,---,"$1,078,824.32","104,944"
,BVPKH99,Mersana Therapeutics Inc,MRSN,<0.01%,Biotechnology,US,---,"$1,054,320.16","135,866"
,BGMGBV5,Usio Inc,USIO,<0.01%,Transaction & Payment Processing Services,US,---,"$1,052,370.52","741,106"
,BVBFGJ1,LiveOne Inc,LVO,<0.01%,Movies & Entertainment,US,---,"$1,045,513.63","253,151"
,BNZHNZ2,BuzzFeed Inc,BZFD,<0.01%,Interactive Media & Services,US,---,"$1,037,256.70","610,151"
,BRJN7Z2,Spruce Power Holding Corp,SPRU,<0.01%,Renewable Electricity,US,---,"$1,036,862.05","423,209"
,BS1L8V4,LanzaTech Global Inc,LNZA,<0.01%,Environmental & Facilities Services,US,---,"$1,035,106.32","42,232"
,BK74P87,Annovis Bio Inc,ANVS,<0.01%,Biotechnology,US,---,"$1,034,391.42","499,706"
,BMYH7M1,Whitehawk Therapeutics Inc,WHWK,<0.01%,Biotechnology,US,---,"$1,032,414.40","543,376"
,BQC8ZZ3,Grove Collaborative Holdings,GROV,<0.01%,Other Specialty Retail,US,---,"$1,024,791.00","683,194"
,BPBLY59,Immix Biopharma Inc,IMMX,<0.01%,Biotechnology,US,---,"$1,021,196.99","488,611"
,BFWZ8G9,Rafael Holdings Inc,RFL,<0.01%,Pharmaceuticals,US,---,"$1,016,904.64","747,724"
,BR1G3G2,comScore Inc,SCOR,<0.01%,Advertising,US,---,"$1,016,556.12","116,444"
,BDBFK59,Mammoth Energy Services Inc,TUSK,<0.01%,Oil & Gas Equipment & Services,US,---,"$1,016,505.81","443,889"
,2703385,US Global Investors Inc,GROW,<0.01%,Asset Management & Custody Banks,US,---,"$1,015,569.50","369,298"
,BKX8YL9,Prelude Therapeutics Inc,PRLD,<0.01%,Biotechnology,US,---,"$1,015,225.92","705,018"
,2226042,Zynex Inc,ZYXI,<0.01%,Health Care Equipment,US,---,"$1,010,302.00","696,760"
,BJQN8B2,PDS Biotechnology Corp,PDSB,<0.01%,Biotechnology,US,---,"$1,005,375.21","995,421"
,BP9QDY8,Outlook Therapeutics Inc,OTLK,<0.01%,Biotechnology,US,---,"$999,373.30","942,805"
,BVMS1H2,Leslie's Inc,LESL,<0.01%,Other Specialty Retail,US,---,"$995,032.50","180,915"
,BJKGLW9,Inmune Bio Inc,INMB,<0.01%,Biotechnology,US,---,"$991,621.08","479,044"
,BSF04V9,Ashford Hospitality Trust Inc,AHT,<0.01%,Hotel & Resort REITs,US,---,"$988,798.70","167,593"
,BTXM4P8,FiscalNote Holdings Inc,NOTE,<0.01%,Research & Consulting Services,US,---,"$985,730.06","212,900.66"
,BNNTCP3,PB Bankshares Inc,PBBK,<0.01%,Regional Banks,US,---,"$984,532.68","51,118"
,2031688,Ampco-Pittsburgh Corp,AP,<0.01%,Steel,US,---,"$979,220.03","427,607"
,BV1DMD1,Carlsmed Inc,CARL,<0.01%,Health Care Equipment,US,---,"$978,835.78","73,102"
,BTCK7C1,Aligos Therapeutics Inc,ALGS,<0.01%,Biotechnology,US,---,"$977,324.60","99,727"
,BN49GP0,HeartBeam inc,BEAT,<0.01%,Health Care Equipment,US,---,"$976,272.00","591,680"
,BYQ02L6,OptimumBank Holdings Inc,OPHC,<0.01%,Regional Banks,US,---,"$975,267.00","237,870"
,BKSJ569,Fathom Holdings Inc,FTHM,<0.01%,Real Estate Services,US,---,"$973,897.20","541,054"
,BYWFGK2,Xtant Medical Holdings Inc,XTNT,<0.01%,Health Care Supplies,US,---,"$972,873.71","1,499,266"
,BTZF5X0,X4 Pharmaceuticals Inc,XFOR,<0.01%,Biotechnology,US,---,"$969,197.22","283,391"
,2958646,Big 5 Sporting Goods Corp,BGFV,<0.01%,Other Specialty Retail,US,---,"$968,495.04","672,566"
,BQ0N710,Firefly Neuroscience Inc,AIFF,<0.01%,Health Care Technology,US,---,"$955,644.00","328,400"
,BMH63K5,Rockwell Medical Inc,RMTI,<0.01%,Health Care Supplies,US,---,"$955,196.40","795,997"
,BPBSGY3,TechPrecision Corp,TPCS,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$952,194.88","178,984"
,BJK16Y1,Celularity Inc,CELU,<0.01%,Biotechnology,US,---,"$941,951.43","455,049"
,2799384,Siebert Financial Corp,SIEB,<0.01%,Investment Banking & Brokerage,US,---,"$941,043.00","322,275"
,BBMT993,Noodles & Co,NDLS,<0.01%,Restaurants,US,---,"$937,828.44","1,475,501"
,BRXBJK1,Generation Bio Co,GBIO,<0.01%,Biotechnology,US,---,"$932,755.32","152,411"
,BMFDKL8,AN2 Therapeutics Inc,ANTX,<0.01%,Pharmaceuticals,US,---,"$931,407.84","733,392"
,BNG1S03,NRX Pharmaceuticals Inc,NRXP,<0.01%,Pharmaceuticals,US,---,"$920,795.70","279,029"
,BRS9320,NeueHealth Inc,NEUE,<0.01%,Managed Health Care,US,---,"$918,605.74","137,722"
,BMX79K4,Laser Photonics Corp,LASE,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$913,345.03","211,913"
,2237680,Crown Crafts Inc,CRWS,<0.01%,Textiles,US,---,"$912,020.19","313,409"
,---,TOBIRA THERAPEUTICS INC - CVR 2018,---,<0.01%,---,US,---,"$910,534.53","201,001"
,BMF1MR2,MAIA Biotechnology Inc,MAIA,<0.01%,Biotechnology,US,---,"$903,425.60","586,640"
,BMTND59,Vivani Medical Inc,VANI,<0.01%,Health Care Equipment,US,---,"$897,291.57","636,377"
,BNQS7N0,GREAT ELM GROUP INC,GEG,<0.01%,Asset Management & Custody Banks,US,---,"$895,058.50","365,330"
,BMGC348,Mobile Infrastructure Corp,BEEP,<0.01%,Environmental & Facilities Services,US,---,"$887,286.40","252,070"
,BMCC9R7,SCYNEXIS Inc,SCYX,<0.01%,Pharmaceuticals,US,---,"$881,157.20","1,144,360"
,BS3BK27,authID Inc,AUID,<0.01%,Systems Software,US,---,"$875,584.82","274,478"
,BNM9JP3,Barfresh Food Group Inc,BRFH,<0.01%,Packaged Foods & Meats,US,---,"$869,728.56","249,922"
,BJGWJ05,Nutriband Inc,NTRB,<0.01%,Pharmaceuticals,US,---,"$864,231.30","122,586"
,B0146X5,AMCON Distributing Co,DIT,<0.01%,Distributors,US,---,"$863,552.16","7,591"
,B23WLP8,Cumberland Pharmaceuticals Inc,CPIX,<0.01%,Pharmaceuticals,US,---,"$857,419.68","274,814"
,2331786,Farmer Bros Co,FARM,<0.01%,Packaged Foods & Meats,US,---,"$856,653.57","500,967"
,BNC3DQ4,Kartoon Studios Inc,TOON,<0.01%,Movies & Entertainment,US,---,"$854,772.29","1,158,385"
,BTFJ0V5,Allbirds Inc,BIRD,<0.01%,Footwear,US,---,"$854,480.34","150,702"
,BD3BXS9,Quest Resource Holding Corp,QRHC,<0.01%,Environmental & Facilities Services,US,---,"$853,987.68","547,428"
,BPCR520,Biodesix Inc,BDSX,<0.01%,Health Care Services,US,---,"$848,604.90","112,398"
,BNNL550,Lee Enterprises Inc,LEE,<0.01%,Publishing,US,---,"$844,897.28","155,312"
,BLKFRQ6,Rein Therapeutics Inc,RNTX,<0.01%,Biotechnology,US,---,"$840,907.47","734,417"
,B5MZMG7,IF Bancorp Inc,IROQ,<0.01%,Regional Banks,US,---,"$824,355.14","31,927"
,2226332,Sypris Solutions Inc,SYPR,<0.01%,Automotive Parts & Equipment,US,---,"$820,910.52","385,404"
,BNC5F86,BioAtla Inc,BCAB,<0.01%,Biotechnology,US,---,"$819,310.91","1,191,032"
,BDDW8C1,Live Ventures Inc,LIVE,<0.01%,Home Furnishings,US,---,"$811,862.15","44,195"
,BQPFB64,CalciMedica Inc,CALC,<0.01%,Pharmaceuticals,US,---,"$806,874.54","267,177"
,---,INHIBRX INC - CVR (MAY 2024),---,<0.01%,Biotechnology,US,---,"$787,540.01","1,216,278"
,9024807,WOLFSPEED INC - ESCROW 25,---,<0.01%,---,US,---,"$779,558.08","4,895,344"
,BN2XDP3,KLX Energy Services Holdings Inc,KLXE,<0.01%,Oil & Gas Equipment & Services,US,---,"$776,271.36","404,308"
,BP9N0F9,Bridger Aerospace Group Holdings Inc,BAER,<0.01%,Diversified Support Services,US,---,"$775,964.00","419,440"
,BRF2YR4,Tenax Therapeutics Inc,TENX,<0.01%,Biotechnology,US,---,"$775,907.99","101,959"
,BD95VY7,GEE Group Inc,JOB,<0.01%,Human Resource & Employment Services,US,---,"$774,921.61","3,749,016"
,BNM9GL8,INNOVATE CORP,VATE,<0.01%,Construction & Engineering,US,---,"$774,585.78","158,402"
,BNZJJ27,Brilliant Earth Group Inc,BRLT,<0.01%,Other Specialty Retail,US,---,"$772,196.94","373,042"
,BNXJFL0,Katapult Holdings Inc,KPLT,<0.01%,Consumer Finance,US,---,"$769,303.08","64,323"
,BMJ0GK6,vTv Therapeutics Inc,VTVT,<0.01%,Biotechnology,US,---,"$766,488.69","32,946"
,2431318,CPI Aerostructures Inc,CVU,<0.01%,Aerospace & Defense,US,---,"$760,619.16","301,833"
,BNKH205,NeuroOne Medical Technologies Corp,NMTC,<0.01%,Health Care Equipment,US,---,"$759,373.57","854,573"
,BKRMRM9,Myomo Inc,MYO,<0.01%,Health Care Equipment,US,---,"$756,098.45","847,644"
,BTXQRN9,NextNRG Inc,NXXT,<0.01%,Oil & Gas Storage & Transportation,US,---,"$752,313.00","411,100"
,BLDB4D7,OneMedNet Corp,ONMD,<0.01%,Health Care Technology,US,---,"$749,880.76","687,964"
,BS6Q5D5,Knightscope Inc,KSCP,<0.01%,Security & Alarm Services,US,---,"$748,997.93","129,809"
,BRBR3Q5,Old Market Capital Corp,OMCC,<0.01%,Consumer Finance,US,---,"$740,178.30","145,133"
,2536440,Reading International Inc,RDI,<0.01%,Movies & Entertainment,US,---,"$731,460.24","497,592"
,BP2TPK4,Acrivon Therapeutics Inc,ACRV,<0.01%,Biotechnology,US,---,"$730,530.48","403,608"
,BYTRT46,Optex Systems Holdings Inc,OPXS,<0.01%,Aerospace & Defense,US,---,"$728,310.78","56,502"
,B3D3125,Mastech Digital Inc,MHH,<0.01%,Human Resource & Employment Services,US,---,"$727,554.48","95,432"
,BK78976,Stabilis Solutions Inc,SLNG,<0.01%,Oil & Gas Storage & Transportation,US,---,"$725,059.28","166,298"
,BRBFLQ5,Kezar Life Sciences Inc,KZR,<0.01%,Biotechnology,US,---,"$724,982.70","185,893"
